Company,Country,Director,Genre,Title,Runtime,Writer,Year
Universal Pictures,UK,Richard Attenborough,Biography,CryFreedom,157,John Briley,1987
Fourth Protocol,UK,John Mackenzie,Thriller,TheFourthProtocol,119,George Axelrod,1987
Home Box Office (HBO),USA,Hector Babenco,Drama,Ironweed,143,William Kennedy,1987
Amercent Films,USA,Bob Rafelson,Crime,BlackWidow,102,Ronald Bass,1987
Touchstone Pictures,USA,John Badham,Action,Stakeout,117,Jim Kouf,1987
Imagine Films Entertainment,USA,Rod Daniel,Comedy,LikeFatherLikeSon,96,Lorne Cameron,1987
Pelemele Film,West Germany,Percy Adlon,Comedy,BagdadCafe,95,Eleonore Adlon,1987
Cannon Group,USA,Andrey Konchalovskiy,Drama,ShyPeople,100,Andrey Konchalovskiy,1987
Twentieth Century Fox Film Corporation,USA,Joe Roth,Comedy,RevengeoftheNerdsIINerdsinParadise,88,Tim Metcalfe,1987
Simcom Limited,Canada,Bruce Pittman,Horror,PromNightII,97,Ron Oliver,1987
Cannon Group,USA,J. Lee Thompson,Action,DeathWish4TheCrackdown,99,Brian Garfield,1987
Amercent Films,USA,Jonathan Kaplan,Comedy,ProjectX,108,Lawrence Lasker,1987
7 Films Cin�ma,France,�lie Chouraqui,Action,ManonFire,87,A.J. Quinnell,1987
Cannon Films,USA,Ruggero Deodato,Fantasy,TheBarbarians,87,Alberto Piferi,1987
Columbia Pictures Corporation,USA,Elaine May,Action,Ishtar,107,Elaine May,1987
Conquering Unicorn,USA,Robert Townsend,Comedy,HollywoodShuffle,78,Robert Townsend,1987
Marimark Productions,USA,Lawrence Bassoff,Comedy,Hunk,102,Lawrence Bassoff,1987
Filmhaus,USA,David Mamet,Crime,HouseofGames,102,David Mamet,1987
Not specified,USA,Peter Werner,Crime,NoMansLand,100,Dick Wolf,1987
Trans World Entertainment (TWE),USA,David Keith,Sci-Fi,TheCurse,92,David Chaskin,1987
TriStar Pictures,USA,Peter Yates,Crime,Suspect,121,Eric Roth,1987
TriStar Pictures,USA,Christopher Cain,Action,ThePrincipal,109,Frank Deese,1987
Columbia Pictures Corporation,UK,John Boorman,Comedy,HopeandGlory,113,John Boorman,1987
Touchstone Pictures,USA,Arthur Hiller,Comedy,OutrageousFortune,99,Leslie Dixon,1987
Carolco Entertainment,USA,Walter Hill,Action,ExtremePrejudice,96,John Milius,1987
Cannon Group,USA,Sam Firstenberg,Action,AmericanNinja2TheConfrontation,90,Gary Conway,1987
Cinecom Entertainment Group,USA,John Sayles,Drama,Matewan,135,John Sayles,1987
Vista Organization,USA,Bill Norton,Drama,ThreefortheRoad,88,Richard Martini,1987
Columbia Pictures,USA,Paul Weiland,Action,LeonardPart6,85,Jonathan Reynolds,1987
Golan-Globus Productions,USA,Jerry Schatzberg,Crime,StreetSmart,97,David Freeman,1987
Zenith Entertainment,UK,Stephen Frears,Biography,PrickUpYourEars,105,Alan Bennett,1987
Gladden Entertainment,USA,Michael Cimino,Action,TheSicilian,115,Mario Puzo,1987
Clear Type,USA,Cheech Marin,Comedy,BorninEastLA,85,Cheech Marin,1987
TAFT Entertainment Pictures,USA,Paul Schrader,Drama,LightofDay,107,Paul Schrader,1987
Per Holst Filmproduktion,Denmark,Bille August,Drama,PelletheConqueror,157,Martin Andersen Nex�,1987
Balcor Film Investors,USA,Bill Froehlich,Comedy,ReturntoHorrorHigh,95,Bill Froehlich,1987
Paramount Pictures,USA,Lyndall Hobbs,Comedy,BacktotheBeach,92,James Komack,1987
Vista Organization,USA,Robert Collector,Horror,Nightflyers,89,George R.R. Martin,1987
Metro-Goldwyn-Mayer (MGM),USA,Tom Holland,Action,FatalBeauty,104,Bill Svanoe,1987
Columbia Pictures Corporation,USA,Jeff Bleckner,Adventure,WhiteWaterSummer,90,Manya Starr,1987
Nelson Entertainment,USA,Lindsay Anderson,Drama,TheWhalesofAugust,90,David Berry,1987
De Laurentiis Entertainment Group (DEG),USA,Bob Giraldi,Comedy,HidingOut,98,Joe Menosky,1987
Kings Road Entertainment,USA,Jimmy Huston,Comedy,MyBestFriendIsaVampire,89,Tab Murphy,1987
Orion Pictures,USA,Harley Cokeliss,Action,Malone,92,Christopher Frank,1987
RKO Pictures,USA,Steven Lisberger,Comedy,HotPursuit,93,Steven Lisberger,1987
United Artists,USA,Dennis Feldman,Action,RealMen,85,Dennis Feldman,1987
Samuel Goldwyn Company, The,,UK,Mike Hodges,Action,APrayerfortheDying,107,Jack Higgins,1987
ML Delphi Premier Productions,USA,Francis Ford Coppola,Drama,GardensofStone,111,Nicholas Proffitt,1987
New World Pictures,USA,Gary Sherman,Action,WantedDeadorAlive,106,Michael Patrick Goodman,1987
Bagdasarian Productions,USA,Janice Karman,Animation,TheChipmunkAdventure,100,Janice Karman,1987
Kindred Limited Partnership,USA,Stephen Carpenter,Horror,TheKindred,91,Stephen Carpenter,1987
Lorimar Motion Pictures,USA,Alan Rudolph,Comedy,MadeinHeaven,100,Bruce A. Evans,1987
Gladden Entertainment,USA,Emilio Estevez,Crime,Wisdom,109,Emilio Estevez,1987
Columbia Pictures,UK,Michael Radford,Crime,WhiteMischief,107,James Fox,1987
Rollins-Joffe Productions,USA,Woody Allen,Drama,September,83,Woody Allen,1987
Vestron Pictures,UK,John Huston,Drama,TheDead,83,Tony Huston,1987
Independent Film Centre,USA,Lance Hool,Action,SteelDawn,100,Doug Lefler,1987
Empire Pictures,USA,Renny Harlin,Crime,Prison,102,Irwin Yablans,1987
Warner Bros.,USA,Martin Ritt,Drama,Nuts,116,Tom Topor,1987
Bandai Films,USA,Barry Levinson,Comedy,TinMen,112,Barry Levinson,1987
Cannon Group,USA,Lionel Chetwynd,Drama,TheHanoiHilton,125,Lionel Chetwynd,1987
De Laurentiis Entertainment Group (DEG),USA,William Friedkin,Drama,Rampage,97,William P. Wood,1987
Albacore Productions Inc.,USA,Ben Bolt,Drama,TheBigTown,109,Clark Howard,1987
Channel Four Films,UK,David Leland,Comedy,WishYouWereHere,88,David Leland,1987
Aurora Productions LLC,USA,Tamar Simon Hoffs,Comedy,TheAllnighter,108,Tamar Simon Hoffs,1987
Callender Company,UK,Peter Greenaway,Drama,TheBellyofanArchitect,119,Peter Greenaway,1987
Hemdale,USA,John Flynn,Action,BestSeller,95,Larry Cohen,1987
Lorimar Motion Pictures,USA,Mary Lambert,Drama,Siesta,100,Patrice Chaplin,1987
Great American Films Limited Partnership,USA,Michael Hoffman,Drama,PromisedLand,102,Michael Hoffman,1987
De Laurentiis Entertainment Group (DEG),USA,Curtis Hanson,Crime,TheBedroomWindow,112,Anne Holden,1987
Excelsior Film-TV,Italy,Nikita Mikhalkov,Comedy,DarkEyes,117,Aleksandr Adabashyan,1987
Vista Organization,USA,Amy Holden Jones,Fantasy,MaidtoOrder,93,Amy Holden Jones,1987
Island Pictures,USA,Daniel Petrie,Drama,SquareDance,112,Alan Hines,1987
Commies From Mars Corporation,UK,Alex Cox,Action,StraighttoHell,100,Alex Cox,1987
Nelvana,Canada,Hugh Wilson,Comedy,Burglar,103,Lawrence Block,1987
Kings Road Entertainment,USA,Phil Alden Robinson,Comedy,IntheMood,98,Robert Kosberg,1987
Brooksfilms,UK,David Hugh Jones,Biography,84CharingCrossRoad,100,Helene Hanff,1987
Silent Night Releasing Corporation,USA,Lee Harry,Horror,SilentNightDeadlyNight2,,88,Michael Hickey,1987
Cineplex-Odeon Films,UK,Tony Bill,Crime,FiveCorners,90,John Patrick Shanley,1987
De Laurentiis Entertainment Group (DEG),USA,Tom McLoughlin,Comedy,DatewithanAngel,105,Tom McLoughlin,1987
In-Cine Compa��a Industrial Cinematogr�fica,USA,Alex Cox,Biography,Walker,94,Rudy Wurlitzer,1987
Cinetel Films,USA,Larry Cohen,Adventure,DeadlyIllusion,87,Larry Cohen,1987
Zenith Entertainment,UK,Wayne Wang,Mystery,SlamDance,92,Don Keith Opper,1987
TriStar Pictures,USA,Roger Young,Action,TheSqueeze,101,Daniel Taplitz,1987
British Screen Productions,UK,Terry Jones,Comedy,PersonalServices,105,David Leland,1987
Golan-Globus Productions,USA,Peter R. Hunt,Action,Assassination,88,Richard Sale,1987
Titan Productions,USA,David DeCoteau,Horror,Creepozoids,72,Dave Eisenstark,1987
Great American Films Limited Partnership,USA,Abel Ferrara,Crime,ChinaGirl,90,Nicholas St. John,1987
TriStar Pictures,USA,Robert Benton,Comedy,Nadine,83,Robert Benton,1987
Metro-Goldwyn-Mayer (MGM),USA,Arthur Penn,Drama,DeadofWinter,100,Marc Shmuger,1987
Seasonal Film Corporation,Hong Kong,Corey Yuen,Adventure,NoRetreatNoSurrender2,,104,Maria Elena Cellino,1987
Cineplex-Odeon Films,USA,Paul Newman,Drama,TheGlassMenagerie,134,Tennessee Williams,1987
Luna Films,Spain,Bigas Luna,Horror,Anguish,86,Bigas Luna,1987
Channel Four Films,UK,Pat O'Connor,Drama,AMonthintheCountry,96,J.L. Carr,1987
Conquest Productions,USA,Jeff Burr,Action,FromaWhispertoaScream,99,C. Courtney Joyner,1987
Touchstone Pictures,USA,Frank Perry,Comedy,HelloAgain,96,Susan Isaacs,1987
Sands,UK,Christine Edzard,Drama,LittleDorrit,357,Charles Dickens,1987
Metro-Goldwyn-Mayer (MGM),USA,Melvin Frank,Comedy,WalkLikeaMan,86,Robert Klane,1987
Golan-Globus Productions,USA,Norman Mailer,Comedy,ToughGuysDontDance,110,Norman Mailer,1987
Warner Bros.,USA,Michael Schultz,Comedy,Disorderlies,86,Mark Feldberg,1987
New World Entertainment Films,USA,Bill Condon,Drama,SisterSister,,91,Bill Condon,1987
Barry & Enright Productions,USA,Susan Seidelman,Comedy,MakingMrRight,98,Floyd Byars,1987
Mrs. White's Productions,UK,Donald Cammell,Horror,WhiteoftheEye,100,China Kong,1987
New Century Entertainment Corporation,USA,Rick Rosenthal,Drama,Russkies,100,Sheldon Lettich,1987
Cannon Group,USA,Jerry Belson,Comedy,Surrender,105,Jerry Belson,1987
Columbia Pictures Corporation,USA,Bill Forsyth,Comedy,Housekeeping,116,Marilynne Robinson,1987
Kennedy Miller Productions,Australia,John Duigan,Drama,TheYearMyVoiceBroke,103,John Duigan,1987
DGS Productions,USA,Douglas Grossman,Crime,HellHigh,84,Leo Evans,1989
Alexandre Films,France,Diane Kurys,Drama,AManinLove,125,Diane Kurys,1987
De Laurentiis Entertainment Group (DEG),USA,Bob Clark,Comedy,FromtheHip,111,Bob Clark,1987
Northern,USA,Armyan Bernstein,Comedy,CrossMyHeart,90,Armyan Bernstein,1987
Lorimar Film Entertainment,USA,Robert Mandel,Adventure,BigShots,94,Joe Eszterhas,1987
Paramount Pictures,USA,Michael Apted,Comedy,CriticalCondition,100,Denis Hamill,1987
Cinetel Films,USA,Fred Olen Ray,Action,Cyclone,89,Paul Garson,1987
Kings Road Entertainment,USA,Paul Aaron,Comedy,MorganStewartsComingHome,100,Ken Hixon,1987
Cinetel Films,USA,Dorothy Ann Puzo,Action,ColdSteel,91,Lisa M. Hansen,1987
Cinema Group,USA,Ron Link,Comedy,ZombieHigh,93,Tim Doyle,1987
Aljosha,Italy,Federico Fellini,Comedy,Intervista,100,Federico Fellini,1987
New Line Cinema,USA,Charlie Loventhal,Comedy,MyDemonLover,90,Leslie Ray,1987
Cannon Group, The,,USA,David Irving,Fantasy,Rumpelstiltskin,84,Jacob Grimm,1987
Apollo Pictures,USA,Lee H. Katzin,Action,WorldGoneWild,100,Jorge Zamacona,1987
Millennial,USA,Peter Manoogian,Action,EnemyTerritory,89,Stuart Kaminsky,1987
RAI Radiotelevisione Italiana,Italy,Peter Del Monte,Drama,JuliaandJulia,98,Peter Del Monte,1987
Centre du Cin�ma et de l'Audiovisuel de la F�d�ration Wallonie-Bruxelles,Belgium,Dominique Deruddere,Drama,CrazyLove,90,Charles Bukowski,1987
De Laurentiis Entertainment Group (DEG),USA,John D. Hancock,Drama,Weeds,115,Dorothy Tristan,1987
Flach Film,France,Jean-Loup Hubert,Drama,TheGrandHighway,104,Jean-Loup Hubert,1987
Laughing Kookaburra Productions,Australia,Ken Cameron,Drama,PeterKennasTheGoodWife,100,Peter Kenna,1987
Kings Road Entertainment,USA,Jerry London,Action,RentaCop,96,Michael Blodgett,1987
Les Films du Losange,France,�ric Rohmer,Comedy,BoyfriendsandGirlfriends,103,�ric Rohmer,1987
Channel Four Films,UK,Stephen Frears,Comedy,SammyandRosieGetLaid,101,Hanif Kureishi,1987
Balcor Film Investors,USA,Terry Leonard,Action,DeathBeforeDishonor,91,John Gatliff,1987
Tapestry Films,USA,Rick King,Thriller,TheKillingTime,94,Don Bohlinger,1987
Channel Four Films,UK,Peter Richardson,Action,EattheRich,90,Peter Richardson,1987
Brigade Productions,USA,Burt Kennedy,Action,TheTroublewithSpies,91,Burt Kennedy,1987
Embark Production,USA,Joe Camp,Adventure,BenjitheHunted,88,Joe Camp,1987
First Take,USA,Fred Walton,Crime,TheRosaryMurders,105,William X. Kienzle,1987
The Swimming Company,USA,Jonathan Demme,Comedy,SwimmingtoCambodia,85,Spalding Gray,1987
Not specified,USA,Jamaa Fanaka,Comedy,PenitentiaryIII,90,Jamaa Fanaka,1987
Atlantic Entertainment Group,USA,Robert Boris,Action,SteeleJustice,95,Robert Boris,1987
Compagnie Eric Rohmer (CER),France,�ric Rohmer,Comedy,FourAdventuresofReinetteandMirabelle,95,�ric Rohmer,1987
New World Pictures,USA,Robert Altman,Comedy,BeyondTherapy,93,Christopher Durang,1987
Geffen Company, The,,USA,Tim Burton,Comedy,Beetlejuice,92,Michael McDowell,1988
Eddie Murphy Productions,USA,John Landis,Comedy,ComingtoAmerica,116,Eddie Murphy,1988
United Artists,USA,Tom Holland,Horror,ChildsPlay,87,Don Mancini,1988
Twentieth Century Fox Film Corporation,USA,John McTiernan,Action,DieHard,131,Roderick Thorp,1988
Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,Willow,126,George Lucas,1988
New World Pictures,USA,Michael Lehmann,Comedy,Heathers,103,Daniel Waters,1988
United Artists,USA,Barry Levinson,Drama,RainMan,133,Barry Morrow,1988
Alive Films,USA,John Carpenter,Action,TheyLive,94,Ray Nelson,1988
Touchstone Pictures,USA,Robert Zemeckis,Animation,WhoFramedRogerRabbit,104,Gary K. Wolf,1988
Akira Committee Company Ltd.,Japan,Katsuhiro �tomo,Animation,Akira,124,Katsuhiro �tomo,1988
American Entertainment Partners II L.P.,USA,Penny Marshall,Comedy,Big,104,Gary Ross,1988
Touchstone Pictures,USA,Roger Donaldson,Comedy,Cocktail,104,Heywood Gould,1988
Cristaldifilm,Italy,Giuseppe Tornatore,Drama,CinemaParadiso,155,Giuseppe Tornatore,1988
TriStar Pictures,USA,Chuck Russell,Horror,TheBlob,95,Theodore Simonson,1988
De Laurentiis Entertainment Group (DEG),USA,Stan Winston,Fantasy,Pumpkinhead,86,Ed Justin,1988
Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,AFishCalledWanda,108,John Cleese,1988
Universal Pictures,USA,Martin Brest,Action,MidnightRun,126,George Gallo,1988
Film Futures,UK,Tony Randel,Horror,HellboundHellraiserII,97,Clive Barker,1988
Orion Pictures,USA,Alan Parker,Crime,MississippiBurning,128,Chris Gerolmo,1988
Paramount Pictures,USA,David Zucker,Comedy,TheNakedGunFromtheFilesofPoliceSquad,85,Jerry Zucker,1988
Cannon International,USA,Newt Arnold,Action,Bloodsport,92,Sheldon Lettich,1988
Twentieth Century Fox Film Corporation,USA,Mike Nichols,Comedy,WorkingGirl,113,Kevin Wade,1988
Paramount Pictures,Australia,John Cornell,Action,CrocodileDundeeII,108,Paul Hogan,1988
Universal Pictures,USA,Don Bluth,Animation,TheLandBeforeTime,69,Stu Krieger,1988
Universal Pictures,USA,Ivan Reitman,Comedy,Twins,107,William Davies,1988
Lorimar Film Entertainment,USA,Stephen Frears,Drama,DangerousLiaisons,119,Christopher Hampton,1988
The Saul Zaentz Company,USA,Philip Kaufman,Drama,TheUnbearableLightnessofBeing,171,Milan Kundera,1988
Gaumont,France,Luc Besson,Adventure,TheBigBlue,168,Luc Besson,1988
All Girl Productions,USA,Garry Marshall,Comedy,Beaches,123,Iris Rainer,1988
Trancas International Films,USA,Dwight H. Little,Horror,Halloween4TheReturnofMichaelMyers,88,Dhani Lipsius,1988
Morgan Creek Productions,USA,Christopher Cain,Action,YoungGuns,107,John Fusco,1988
Carolco Pictures,USA,Walter Hill,Action,RedHeat,104,Walter Hill,1988
Night Life Inc.,USA,Donald Petrie,Comedy,MysticPizza,104,Amy Holden Jones,1988
Carolco Pictures,USA,Peter MacDonald,Action,RamboIII,102,David Morrell,1988
Paramount Pictures,Canada,Jonathan Kaplan,Drama,Acusados,111,Tom Topor,1988
Universal Pictures,Canada,Martin Scorsese,Drama,TheLastTemptationofChrist,164,Nikos Kazantzakis,1988
New Line Cinema,USA,John Waters,Comedy,Hairspray,92,John Waters,1988
Orion Pictures,USA,Frank Oz,Comedy,DirtyRottenScoundrels,110,Dale Launer,1988
New Line Cinema,USA,Renny Harlin,Horror,ANightmareonElmStreet4TheDreamMaster,93,Wes Craven,1988
American Playhouse,USA,Ram�n Men�ndez,Drama,StandandDeliver,103,Ram�n Men�ndez,1988
Hughes Entertainment,USA,Howard Deutch,Comedy,TheGreatOutdoors,91,John Hughes,1988
DDM Film Corporation,USA,Zalman King,Drama,TwoMoonJunction,104,Zalman King,1988
The Mount Company,USA,Ron Shelton,Comedy,BullDurham,108,Ron Shelton,1988
Warner Bros.,USA,Andrew Davis,Action,AbovetheLaw,99,Andrew Davis,1988
De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,EarthGirlsAreEasy,100,Julie Brown,1988
Walt Disney Feature Animation,USA,George Scribner,Animation,OliverCompany,74,Jim Cox,1988
Warner Bros.,USA,Buddy Van Horn,Action,TheDeadPool,91,Harry Julian Fink,1988
NBC Productions,USA,James Signorelli,Comedy,ElviraMistressoftheDark,96,Sam Egan,1988
Paramount Pictures,USA,Richard Donner,Comedy,Scrooged,101,Mitch Glazer,1988
Cinema City Films,USA,Robert Towne,Crime,TequilaSunrise,115,Robert Towne,1988
Warner Bros.,USA,Roman Polanski,Crime,Frantic,120,Roman Polanski,1988
Paramount Pictures,USA,John Carl Buechler,Horror,Fridaythe13thPartVIITheNewBlood,88,Daryl Haney,1988
Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,LicensetoDrive,88,Neil Tolkin,1988
Prominent Features,UK,Terry Gilliam,Adventure,TheAdventuresofBaronMunchausen,126,Charles McKeown,1988
Morgan Creek Productions,Canada,David Cronenberg,Drama,DeadRingers,116,David Cronenberg,1988
Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,PoltergeistIII,98,Gary Sherman,1988
Vista Organization,USA,Tommy Lee Wallace,Comedy,FrightNightPart2,104,Tom Holland,1988
Front Films,USA,Keenen Ivory Wayans,Action,ImGonnaGitYouSucka,88,Keenen Ivory Wayans,1988
Zacharias-Buhai Productions,USA,Bud S. Smith,Comedy,JohnnyBeGood,91,Steve Zacharias,1988
Shapiro-Glickenhaus Entertainment,USA,William Lustig,Action,ManiacCop,85,Larry Cohen,1988
Orion Pictures,USA,Jonathan Demme,Comedy,MarriedtotheMob,104,Barry Strugatz,1988
Orion Pictures,USA,Dennis Hopper,Action,Colors,120,Michael Schiffer,1988
Vision PDG,Ireland,Neil Jordan,Comedy,ElHoteldelosFantasmas,99,Neil Jordan,1988
Double Play,USA,Sidney Lumet,Crime,RunningonEmpty,116,Naomi Foner,1988
Blue Rider Pictures,USA,Kevin Tenney,Comedy,NightoftheDemons,90,Joe Augustyn,1988
Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,MacandMe,95,Stewart Raffill,1988
New Line Cinema,USA,Mick Garris,Comedy,Critters2,86,David Twohy,1988
Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,MyStepmotherIsanAlien,105,Jerico,1988
Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,ReturnoftheLivingDeadII,89,Ken Wiederhorn,1988
TriStar Pictures,USA,Kenneth Johnson,Comedy,ShortCircuit2,110,Brent Maddock,1988
Universal Pictures,USA,Michael Apted,Biography,GorillasintheMist,129,Harold T.P. Hayes,1988
Magellan Pictures,USA,Robert Bierman,Comedy,VampiresKiss,103,Joseph Minion,1988
Island Pictures,USA,William Richert,Comedy,ANightintheLifeofJimmyReardon,90,William Richert,1988
Metro-Goldwyn-Mayer (MGM),UK,Michael Hoffman,Comedy,SomeGirls,94,Rupert Walters,1988
White Lair,UK,Ken Russell,Comedy,TheLairoftheWhiteWorm,93,Ken Russell,1988
Vestron Pictures,USA,Anthony Hickox,Comedy,Waxwork,95,Anthony Hickox,1988
Universal Pictures,USA,Wes Craven,Fantasy,TheSerpentandtheRainbow,98,Wade Davis,1988
Columbia Pictures Corporation,Sweden,Ken Annakin,Family,Lastravesurasdeunapelirojja,100,Astrid Lindgren,1988
Orion Pictures,USA,John Sayles,Drama,EightMenOut,119,Eliot Asinof,1988
New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,LadyinWhite,113,Frank LaLoggia,1988
Laurenfilm,Spain,Pedro Almod�var,Comedy,WomenontheVergeofaNervousBreakdown,88,Pedro Almod�var,1988
Paramount Pictures,USA,John Hughes,Comedy,ShesHavingaBaby,106,John Hughes,1988
Spacegate Productions,USA,Don Coscarelli,Action,PhantasmII,97,Don Coscarelli,1988
United Artists,Japan,James Bridges,Drama,Lucesdeunagranciudad,107,Jay McInerney,1988
Paramount Pictures,USA,Peter Hyams,Action,ThePresidio,97,Larry Ferguson,1988
Touchstone Pictures,USA,Jim Abrahams,Comedy,BigBusiness,97,Dori Pierson,1988
Orion Pictures,USA,George A. Romero,Drama,MonkeyShines,113,Michael Stewart,1988
Cornelius Productions,USA,George Roy Hill,Comedy,FunnyFarm,101,Jay Cronley,1988
Incorporated Television Company (ITC),UK,Thom Eberhardt,Comedy,WithoutaClue,107,Gary Murphy,1988
American Entertainment Partners II L.P.,USA,Graham Baker,Action,AlienNation,91,Rockne S. O'Bannon,1988
Atlantic Entertainment Group,USA,Ernest Thompson,Drama,1969,95,Ernest Thompson,1988
Cinetel Films,USA,Robert Englund,Comedy,976EVIL,92,Brian Helgeland,1988
Lorimar Film Entertainment,USA,Craig R. Baxley,Action,ActionJackson,96,Robert Reneau,1988
Esparza,USA,Robert Redford,Comedy,TheMilagroBeanfieldWar,117,John Nichols,1988
Lucasfilm,USA,Francis Ford Coppola,Biography,TuckerTheManandHisDream,110,Arnold Schulman,1988
Warner Bros.,USA,Alan Myerson,Comedy,PoliceAcademy5AssignmentMiamiBeach,90,Neal Israel,1988
Columbia Pictures Corporation,USA,Spike Lee,Comedy,SchoolDaze,121,Spike Lee,1988
Columbia Pictures Corporation,USA,Brian Gilbert,Comedy,ViceVersa,98,F. Anstey,1988
Hemdale,USA,Steve De Jarnatt,Action,MiracleMile,87,Steve De Jarnatt,1988
Forum Sarajevo,UK,Emir Kusturica,Comedy,TimeoftheGypsies,142,Emir Kusturica,1988
Warner Bros.,USA,Lawrence Kasdan,Drama,TheAccidentalTourist,121,Anne Tyler,1988
A&M; Films,USA,Kevin Reynolds,War,TheBeastofWar,111,William Mastrosimone,1988
Producers Representative Organization,UK,Martin Donovan,Drama,ApartmentZero,124,Martin Donovan,1988
TriStar Pictures,USA,Carl Schultz,Drama,TheSeventhSign,97,Clifford Green,1988
Metro-Goldwyn-Mayer (MGM),USA,Bob Swaim,Drama,Masquerade,100,Dick Wolf,1988
